,MARC
2998,1
2999,1
3000,1
3001,2
3002,1
3003,2
3004,1
3005,1
3006,1
3007,1
3008,1
3009,1
3010,1
3011,1
3012,2
3013,1
3014,2
3015,1
3016,2
3017,1
3018,1
3019,1
3020,1
3021,1
3022,1
3023,1
3024,1
3025,2
3026,1
3027,1
3028,1
3029,1
3030,1
3031,1
3032,2
3033,1
3034,1
3035,1
3036,1
3037,1
3038,1
3039,2
3040,1
3041,1
3042,1
3043,2
3044,1
3045,1
3046,1
3047,1
3048,2
3049,1
3050,2
3051,1
3052,1
3053,1
3054,1
3055,1
3056,2
3057,2
3058,1
3059,2
3060,1
3061,2
3062,2
3063,2
3064,1
3065,2
3066,2
3067,1
3068,2
3069,2
3070,2
3071,2
3072,2
3073,2
3074,2
3075,2
3076,2
3077,2
3078,2
3079,2
3080,2
3081,2
3082,2
3083,2
3084,2
3085,1
3086,1
3087,2
3088,1
3089,1
3090,1
3091,1
3092,1
3093,1
3094,1
3095,1
3096,1
3097,1
3098,1
3099,2
3100,2
3101,1
3102,1
3103,1
3104,1
3105,1
3106,1
3107,1
3108,2
3109,1
3110,2
3111,2
3112,1
3113,1
3114,1
3115,1
3116,1
3117,1
3118,1
3119,1
3120,1
3121,1
3122,1
3123,1
3124,1
3125,2
3126,1
3127,1
3128,1
3129,1
3130,1
3131,1
3132,1
3133,1
3134,1
3135,1
3136,1
3137,2
3138,2
3139,1
3140,1
3141,1
3142,2
3143,1
3144,1
3145,1
3146,1
3147,1
3148,1
3149,1
3150,1
3151,1
3152,2
3153,1
3154,2
3155,2
3156,2
3157,2
3158,2
3159,2
3160,2
3161,2
3162,1
3163,2
3164,2
3165,2
3166,1
3167,1
3168,1
3169,1
3170,1
3171,1
3172,1
3173,1
3174,1
3175,2
3176,1
3177,1
3178,1
3179,1
3180,2
3181,2
3182,2
3183,1
3184,1
3185,1
3186,1
3187,1
3188,1
3189,1
3190,1
3191,1
3192,1
3193,1
3194,1
3195,1
3196,1
3197,1
3198,1
3199,1
3200,1
3201,1
3202,1
3203,1
3204,1
3205,1
3206,1
3207,1
3208,1
3209,1
3210,1
3211,1
3212,1
3213,1
3214,1
3215,2
3216,2
3217,2
3218,2
3219,1
3220,1
3221,1
3222,1
3223,1
3224,1
3225,1
3226,1
3227,1
3228,1
3229,2
3230,1
3231,1
3232,1
3233,1
3234,1
3235,1
3236,1
3237,1
3238,1
3239,1
3240,1
3241,1
3242,1
3243,1
3244,1
3245,2
3246,1
3247,1
3248,1
3249,1
3250,1
3251,1
3252,1
3253,1
3254,1
3255,1
3256,1
3257,1
3258,1
3259,1
3260,1
3261,1
3262,1
3263,2
3264,1
3265,1
3266,1
3267,1
3268,1
3269,1
3270,1
3271,1
3272,1
3273,1
3274,1
3275,1
3276,1
3277,1
3278,2
3279,1
3280,1
3281,1
3282,1
3283,1
3284,1
3285,1
3286,1
3287,1
3288,1
3289,1
3290,1
3291,1
3292,1
3293,1
3294,1
3295,1
3296,1
3297,1
3298,2
3299,1
3300,2
3301,2
3302,1
3303,1
3304,1
3305,1
3306,1
3307,1
3308,1
3309,1
3310,1
3311,2
3312,1
3313,2
3314,2
3315,1
3316,2
3317,2
3318,2
3319,2
3320,2
3321,2
3322,2
3323,1
3324,2
3325,1
3326,2
3327,2
3328,2
3329,1
3330,2
3331,1
3332,1
3333,2
3334,1
3335,1
3336,2
3337,2
3338,2
3339,1
3340,1
3341,2
3342,1
3343,1
3344,2
3345,2
3346,2
3347,2
3348,2
3349,2
3350,1
3351,2
3352,1
3353,1
3354,2
3355,1
3356,1
3357,1
3358,2
3359,1
3360,1
3361,1
3362,1
3363,1
3364,1
3365,2
3366,2
3367,1
3368,1
3369,1
3370,1
3371,1
3372,1
3373,1
3374,1
3375,1
3376,1
3377,1
3378,1
3379,1
3380,1
3381,1
3382,2
3383,1
3384,1
3385,1
3386,2
3387,1
3388,2
3389,1
3390,2
3391,1
3392,1
3393,1
3394,2
3395,2
3396,1
3397,1
3398,1
3399,1
3400,2
3401,1
3402,1
3403,2
3404,1
3405,1
3406,1
3407,2
3408,1
3409,1
3410,1
3411,1
3412,2
3413,1
3414,1
3415,1
3416,1
3417,1
3418,1
3419,1
3420,1
3421,2
3422,1
3423,1
3424,1
3425,1
3426,2
3427,2
3428,1
3429,1
3430,1
3431,1
3432,1
3433,1
3434,1
3435,1
3436,1
3437,1
3438,1
3439,1
3440,2
3441,2
3442,1
3443,1
3444,2
3445,1
3446,1
3447,1
3448,1
3449,1
3450,1
3451,1
3452,2
3453,2
3454,1
3455,1
3456,1
3457,2
3458,1
3459,1
3460,1
3461,1
3462,1
3463,1
3464,2
3465,1
3466,2
3467,1
3468,1
3469,1
3470,1
3471,1
3472,2
3473,1
3474,1
3475,1
3476,1
3477,1
3478,2
3479,1
3480,1
3481,2
3482,1
3483,1
3484,2
3485,1
3486,1
3487,1
3488,2
3489,1
3490,1
3491,2
3492,2
3493,1
3494,1
3495,1
3496,1
3497,1
3498,1
3499,2
3500,1
3501,1
3502,1
3503,1
3504,1
3505,2
3506,1
3507,1
3508,1
3509,1
3510,1
3511,1
3512,1
3513,1
3514,1
3515,1
3516,1
3517,1
3518,1
3519,1
3520,1
3521,1
3522,1
3523,1
3524,1
3525,2
3526,1
3527,1
3528,1
3529,1
3530,1
3531,1
3532,1
3533,2
3534,2
3535,1
3536,2
3537,1
3538,1
3539,1
3540,1
3541,1
3542,1
3543,1
3544,1
3545,1
3546,1
3547,1
3548,1
3549,1
3550,1
3551,2
3552,1
3553,1
3554,1
3555,1
3556,2
3557,2
3558,1
3559,1
3560,1
3561,1
3562,1
3563,1
3564,1
3565,1
3566,1
3567,2
3568,1
3569,1
3570,2
3571,1
3572,1
3573,1
3574,1
3575,2
3576,2
3577,2
3578,2
3579,2
3580,1
3581,1
3582,1
3583,2
3584,2
3585,1
3586,2
3587,2
3588,2
3589,2
3590,1
3591,2
3592,2
3593,2
3594,2
3595,2
3596,1
3597,2
3598,2
3599,1
3600,1
3601,1
3602,1
3603,2
3604,1
3605,2
3606,2
3607,2
3608,2
3609,2
3610,1
3611,2
3612,2
3613,2
3614,2
3615,2
3616,2
3617,2
3618,2
3619,2
3620,2
3621,2
3622,2
3623,2
3624,2
3625,2
3626,2
3627,1
3628,1
3629,1
3630,1
3631,1
3632,1
3633,1
3634,2
3635,1
3636,2
3637,2
3638,1
3639,2
3640,1
3641,1
3642,2
3643,1
3644,1
3645,1
3646,1
3647,1
3648,1
3649,1
3650,1
3651,1
3652,1
3653,1
3654,1
3655,1
3656,1
3657,1
3658,1
3659,1
3660,1
3661,1
3662,1
3663,1
3664,1
3665,1
3666,1
3667,2
3668,2
3669,1
3670,2
3671,1
3672,1
3673,1
3674,1
3675,1
3676,2
3677,1
3678,1
3679,1
3680,1
3681,1
3682,1
3683,1
3684,2
3685,1
3686,1
3687,1
3688,1
3689,1
3690,1
3691,1
3692,1
3693,1
3694,1
3695,1
3696,1
3697,1
3698,1
3699,1
3700,1
3701,1
3702,1
3703,1
3704,1
3705,1
3706,1
3707,1
3708,1
3709,1
3710,1
3711,1
3712,1
3713,1
3714,1
3715,1
3716,1
3717,1
3718,1
3719,1
3720,2
3721,1
3722,1
3723,1
3724,1
3725,1
3726,1
3727,1
3728,1
3729,1
3730,1
3731,1
3732,1
3733,1
3734,1
3735,1
3736,1
3737,1
3738,1
3739,1
3740,1
3741,1
3742,1
3743,2
3744,1
3745,1
3746,1
3747,1
3748,1
3749,1
3750,2
3751,1
3752,1
3753,1
3754,1
3755,1
3756,1
3757,1
3758,1
3759,1
3760,1
3761,2
3762,1
3763,1
3764,1
3765,1
3766,1
3767,1
3768,2
3769,1
3770,1
3771,2
3772,1
3773,1
3774,1
3775,1
3776,2
3777,1
3778,2
3779,1
3780,1
3781,2
3782,2
3783,1
3784,1
3785,1
3786,1
3787,1
3788,2
3789,2
3790,1
3791,2
3792,2
3793,1
3794,1
3795,1
3796,2
3797,1
3798,1
3799,2
3800,2
3801,2
3802,2
3803,2
3804,2
3805,2
3806,1
3807,1
3808,2
3809,1
3810,2
3811,1
3812,1
3813,1
3814,1
3815,1
3816,1
3817,1
3818,1
3819,1
3820,1
3821,1
3822,1
3823,1
3824,1
3825,1
3826,1
3827,1
3828,1
3829,1
3830,1
3831,2
3832,1
3833,1
3834,1
3835,2
3836,1
3837,1
3838,1
3839,1
3840,1
3841,1
3842,2
3843,1
3844,1
3845,1
3846,1
3847,1
3848,1
3849,1
3850,2
3851,1
3852,1
3853,1
3854,2
3855,2
3856,2
3857,2
3858,2
3859,1
3860,2
3861,1
3862,2
3863,1
3864,1
3865,1
3866,1
3867,1
3868,1
3869,1
3870,2
3871,1
3872,1
3873,2
3874,1
3875,2
3876,1
3877,1
3878,1
3879,1
3880,1
3881,1
3882,1
3883,1
3884,1
3885,1
3886,1
3887,1
3888,1
3889,1
3890,1
3891,1
3892,1
3893,2
3894,1
3895,2
3896,2
3897,1
3898,1
3899,1
3900,1
3901,1
3902,2
3903,2
3904,1
3905,1
3906,2
3907,1
3908,2
3909,2
3910,2
3911,2
3912,2
3913,1
3914,1
3915,1
3916,2
3917,2
3918,1
3919,1
3920,1
3921,2
3922,1
3923,2
3924,1
3925,2
3926,1
3927,1
3928,1
3929,1
3930,1
3931,1
3932,1
3933,1
3934,2
3935,2
3936,2
3937,1
3938,1
3939,1
3940,2
3941,1
3942,1
3943,1
3944,2
3945,2
3946,2
3947,2
3948,2
3949,2
3950,1
3951,2
3952,1
3953,2
3954,1
3955,2
3956,1
3957,1
3958,1
3959,2
3960,1
3961,1
3962,2
3963,1
3964,2
3965,1
3966,1
3967,1
3968,1
3969,1
3970,2
3971,1
3972,1
3973,1
3974,1
3975,1
3976,1
3977,1
3978,1
3979,1
3980,1
3981,1
3982,1
3983,1
3984,1
3985,1
3986,1
3987,1
3988,2
3989,1
3990,1
3991,1
3992,1
3993,1
3994,1
3995,1
3996,1
3997,1
3998,1
3999,1
4000,1
4001,1
4002,1
4003,1
4004,1
4005,1
4006,2
4007,1
4008,1
4009,1
4010,1
4011,1
4012,1
4013,1
4014,2
4015,1
4016,1
4017,1
4018,1
4019,1
4020,1
4021,1
4022,1
4023,1
4024,1
4025,1
4026,2
4027,1
4028,2
4029,1
4030,1
4031,2
4032,1
4033,1
4034,2
4035,1
4036,1
4037,2
4038,2
4039,1
4040,2
4041,2
4042,2
4043,1
4044,2
4045,2
4046,2
4047,2
4048,1
4049,2
4050,1
4051,1
4052,2
4053,2
4054,1
4055,1
4056,1
4057,1
4058,1
4059,1
4060,1
4061,1
4062,1
4063,1
4064,1
4065,2
4066,2
4067,1
4068,1
4069,1
4070,2
4071,1
4072,1
4073,1
4074,1
4075,1
4076,1
4077,1
4078,1
4079,1
4080,1
4081,1
4082,1
4083,1
4084,1
4085,1
4086,1
4087,1
4088,1
4089,1
4090,1
4091,2
4092,1
4093,2
4094,1
4095,1
4096,1
4097,1
4098,1
4099,1
4100,1
4101,1
4102,1
4103,1
4104,1
4105,1
4106,1
4107,1
4108,1
4109,2
4110,1
4111,1
4112,1
4113,1
4114,2
4115,1
4116,1
4117,2
4118,1
4119,1
4120,1
4121,1
4122,2
4123,2
4124,1
4125,2
4126,1
4127,1
4128,1
4129,1
4130,2
4131,1
4132,1
4133,1
4134,1
4135,1
4136,1
4137,1
4138,2
4139,1
4140,2
4141,2
4142,2
4143,2
4144,1
4145,2
4146,1
4147,1
4148,2
4149,1
4150,1
4151,1
4152,2
4153,1
4154,2
4155,2
4156,2
4157,2
4158,2
4159,2
4160,2
4161,2
4162,2
4163,2
4164,2
4165,1
4166,2
4167,1
4168,1
4169,1
4170,1
4171,1
4172,1
4173,1
4174,1
4175,1
4176,1
4177,2
4178,2
4179,1
4180,1
4181,1
4182,1
4183,1
4184,1
4185,1
4186,1
4187,1
4188,1
4189,1
4190,1
4191,1
4192,1
4193,1
4194,2
4195,1
4196,1
4197,1
4198,2
4199,1
4200,1
4201,1
4202,2
4203,1
4204,1
4205,2
4206,1
4207,1
4208,1
4209,1
4210,1
4211,2
4212,1
4213,2
4214,2
4215,1
4216,2
4217,1
4218,2
4219,1
4220,2
4221,1
4222,1
4223,2
4224,1
4225,2
4226,1
4227,1
4228,2
4229,1
4230,2
4231,1
4232,1
4233,1
4234,1
4235,2
4236,1
4237,1
4238,2
4239,1
4240,1
4241,2
4242,1
4243,2
4244,1
4245,1
4246,2
4247,1
4248,1
4249,1
4250,2
4251,2
4252,2
4253,1
4254,2
4255,2
4256,1
4257,1
4258,2
4259,1
4260,2
4261,1
4262,2
4263,2
4264,1
4265,1
4266,1
4267,2
4268,1
4269,2
4270,1
4271,1
4272,1
4273,1
4274,1
4275,1
4276,1
4277,2
4278,1
4279,1
4280,2
4281,1
4282,1
4283,1
4284,1
4285,1
4286,1
4287,1
4288,1
4289,1
4290,2
4291,1
4292,2
4293,2
4294,1
4295,1
4296,1
4297,1
4298,1
4299,1
4300,1
4301,1
4302,1
4303,1
4304,1
4305,2
4306,1
4307,1
4308,1
4309,2
4310,1
4311,1
4312,2
4313,1
4314,1
4315,1
4316,1
4317,1
4318,1
4319,2
4320,2
4321,2
4322,1
4323,1
4324,1
4325,2
4326,2
4327,1
4328,1
4329,1
4330,1
4331,1
4332,1
4333,1
4334,2
4335,1
4336,1
4337,1
4338,1
4339,1
4340,2
4341,1
4342,1
4343,2
4344,1
4345,1
4346,2
4347,2
4348,1
4349,2
4350,1
4351,2
4352,2
4353,2
4354,2
4355,2
4356,1
4357,1
4358,2
4359,1
4360,1
4361,2
4362,1
4363,1
4364,1
4365,2
4366,1
4367,1
4368,1
4369,2
4370,1
4371,1
4372,1
4373,1
4374,2
4375,1
4376,1
4377,1
4378,1
4379,1
4380,1
4381,1
4382,1
4383,1
4384,1
4385,1
4386,2
4387,1
4388,2
4389,1
4390,1
4391,1
4392,2
4393,1
4394,1
4395,1
4396,2
4397,1
4398,2
4399,2
4400,1
4401,2
4402,2
4403,1
4404,2
4405,1
4406,1
4407,1
4408,1
4409,1
4410,1
4411,1
4412,1
4413,1
4414,1
4415,1
4416,2
4417,1
4418,1
4419,1
4420,1
4421,1
4422,1
4423,1
4424,2
4425,1
4426,1
4427,1
4428,1
4429,1
4430,2
4431,1
4432,1
4433,1
4434,2
4435,1
4436,1
4437,1
4438,2
4439,1
4440,2
4441,2
4442,1
4443,1
4444,1
4445,1
4446,1
4447,1
4448,1
4449,1
4450,1
4451,2
4452,1
4453,1
4454,1
4455,1
4456,1
4457,1
4458,1
4459,1
4460,2
4461,1
4462,1
4463,1
4464,1
4465,1
4466,2
4467,1
4468,1
4469,2
4470,1
4471,1
4472,1
4473,1
4474,1
4475,1
4476,1
4477,2
4478,1
4479,1
4480,1
4481,1
4482,1
4483,1
4484,1
4485,1
4486,1
4487,1
4488,1
4489,1
4490,1
4491,1
4492,1
4493,2
4494,1
4495,1
4496,1
4497,1
4498,1
4499,1
4500,1
4501,2
4502,1
4503,1
4504,1
4505,1
4506,1
4507,1
4508,1
4509,1
4510,1
4511,1
4512,1
4513,1
4514,1
4515,1
4516,1
4517,1
4518,1
4519,1
4520,1
4521,1
4522,2
4523,1
4524,1
4525,1
4526,1
4527,1
4528,1
4529,1
4530,1
4531,1
4532,1
4533,1
4534,1
4535,1
4536,1
4537,1
4538,2
4539,1
4540,1
4541,1
4542,1
4543,2
4544,1
4545,1
4546,1
4547,1
4548,2
4549,1
4550,1
4551,2
4552,1
4553,1
4554,1
4555,2
4556,1
4557,1
4558,2
4559,1
4560,1
4561,1
4562,1
4563,1
4564,1
4565,1
4566,1
4567,1
4568,1
4569,1
4570,1
4571,1
4572,2
4573,1
4574,2
4575,1
4576,1
4577,1
4578,1
4579,1
4580,2
4581,2
4582,1
4583,1
4584,2
4585,2
4586,1
4587,2
4588,1
4589,1
4590,2
4591,1
4592,2
4593,2
4594,2
4595,1
4596,2
4597,2
4598,2
4599,2
4600,2
4601,2
4602,2
4603,1
4604,1
4605,1
4606,1
4607,2
4608,2
4609,1
4610,1
4611,1
4612,2
4613,1
4614,2
4615,1
4616,1
4617,1
4618,1
4619,2
4620,1
4621,1
4622,1
4623,1
4624,1
4625,1
4626,2
4627,1
4628,2
4629,1
4630,1
4631,1
4632,1
4633,1
4634,1
4635,1
4636,1
4637,1
4638,2
4639,2
4640,1
4641,2
4642,1
4643,1
4644,1
4645,2
4646,1
4647,2
4648,2
4649,1
4650,1
4651,2
4652,1
4653,1
4654,1
4655,2
4656,1
4657,2
4658,1
4659,1
4660,1
4661,1
4662,1
4663,2
4664,1
4665,1
4666,1
4667,1
4668,1
4669,2
4670,1
4671,2
4672,1
4673,1
4674,1
4675,1
4676,2
4677,1
4678,1
4679,2
4680,1
4681,1
4682,1
4683,2
4684,1
4685,1
4686,1
4687,1
4688,2
4689,1
4690,1
4691,1
4692,2
4693,2
4694,2
4695,2
4696,2
4697,1
4698,2
4699,1
4700,1
4701,1
4702,2
4703,1
4704,1
4705,1
4706,1
4707,1
4708,1
4709,2
4710,1
4711,1
4712,2
4713,1
4714,1
4715,1
4716,1
4717,1
4718,1
4719,2
4720,2
4721,2
4722,2
4723,1
4724,1
4725,1
4726,1
4727,1
4728,1
4729,1
4730,1
4731,1
4732,1
4733,1
4734,1
4735,1
4736,1
4737,1
4738,1
4739,1
4740,1
4741,1
4742,1
4743,1
4744,2
4745,2
4746,1
4747,1
4748,1
4749,1
4750,1
4751,2
4752,1
4753,2
4754,1
4755,1
4756,2
4757,2
4758,1
4759,1
4760,1
4761,1
4762,1
4763,1
4764,1
4765,1
4766,2
4767,1
4768,1
4769,1
4770,1
4771,2
4772,1
4773,1
4774,2
4775,2
4776,2
4777,2
4778,1
4779,1
4780,2
4781,2
4782,1
4783,2
4784,1
4785,2
4786,1
4787,1
4788,2
4789,2
4790,2
4791,1
4792,1
4793,1
4794,1
4795,1
4796,1
4797,1
4798,1
4799,2
4800,1
4801,2
4802,1
4803,1
4804,1
4805,1
4806,2
4807,1
4808,2
4809,1
4810,1
4811,1
4812,1
4813,1
4814,1
4815,1
4816,1
4817,2
4818,1
4819,1
4820,1
4821,2
4822,1
4823,1
4824,1
4825,1
4826,2
4827,1
4828,2
4829,1
4830,1
4831,2
4832,1
4833,2
4834,2
4835,2
4836,1
4837,2
4838,1
4839,1
4840,1
4841,1
4842,1
4843,1
4844,1
4845,1
4846,2
4847,1
4848,1
4849,1
4850,1
4851,1
4852,1
4853,1
4854,1
4855,1
4856,1
4857,1
4858,1
4859,1
4860,2
4861,1
4862,2
4863,1
4864,1
4865,2
4866,1
4867,1
4868,1
4869,2
4870,1
4871,1
4872,2
4873,1
4874,1
4875,1
4876,1
4877,1
4878,1
4879,2
4880,2
4881,2
4882,2
4883,2
4884,1
4885,1
4886,1
4887,1
4888,2
4889,1
4890,2
4891,2
4892,1
4893,1
4894,1
4895,1
4896,1
4897,1
4898,1
4899,1
4900,1
4901,1
4902,1
4903,1
4904,1
4905,2
4906,1
4907,1
4908,1
4909,2
4910,1
4911,1
4912,2
4913,1
4914,2
4915,1
4916,1
4917,1
4918,1
4919,1
4920,2
4921,1
4922,1
4923,1
4924,1
4925,1
4926,1
4927,1
4928,1
4929,2
4930,2
4931,1
4932,2
4933,1
4934,1
4935,2
4936,1
4937,1
4938,2
4939,1
4940,1
4941,1
4942,1
4943,1
4944,1
4945,1
4946,1
4947,1
4948,1
4949,1
4950,1
4951,2
4952,1
4953,1
4954,1
4955,2
4956,1
4957,1
4958,1
4959,1
4960,2
4961,1
4962,2
4963,2
4964,2
4965,1
4966,1
4967,1
4968,1
4969,2
4970,1
4971,1
4972,1
4973,1
4974,1
4975,1
4976,1
4977,2
4978,1
4979,2
4980,1
4981,1
4982,1
4983,1
4984,1
4985,2
4986,1
4987,2
4988,2
4989,1
4990,1
4991,1
4992,1
4993,2
4994,1
4995,2
4996,2
4997,1
4998,1
4999,1
5000,2
5001,2
5002,1
